inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,mean_uncertainty
1194.0,MSg51 MSg49 MSg83,unknown,unknown,1,False,R-L,unknown,0.0
1195.0,MSg48 MSg342 MSg130,unknown,unknown,1,False,R-L,unknown,0.0
1196.0,MSg0 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1197.0,MSg230 MSg211,unknown,unknown,1,False,R-L,unknown,50.0
1198.0,MSg67 MSg171 MSg59 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1199.0,MSg65 MSg53 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1200.0,MSg391 MSg99 MSg327 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1201.0,MSg253 MSg230 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1202.0,MSg86 MSg336 MSg75,unknown,unknown,1,False,R-L,unknown,0.0
1203.0,MSg267 MSg402 MSg97 MSg137 MSg395,unknown,unknown,1,False,R-L,unknown,0.0
1204.0,MSg389 MSg389 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1205.0,MSg87 MSg403 MSg87 MSg15,unknown,unknown,1,False,R-L,unknown,0.0
1206.0,MSg329 MSg212 MSg328,unknown,unknown,1,False,R-L,unknown,0.0
1207.0,MSg76 MSg104 MSg169,unknown,unknown,1,False,R-L,unknown,0.0
1208.0,MSg72 MSg296 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1209.1,MSg329 MSg89 MSg171 MSg8 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1209.2,MSg154 MSg303,unknown,unknown,1,False,R-L,unknown,0.0
1211.0,MSg400 MSg125 MSg59 MSg123 MSg112 MSg197 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1212.0,MSg293 MSg123 MSg343 MSg128 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1213.0,MSg65 MSg387 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1214.0,MSg319 MSg86 MSg99 MSg59 MSg8 MSg342 MSg1,unknown,unknown,1,False,R-L,unknown,0.0
1215.0,MSg267 MSg233 MSg342 MSg403 MSg87 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1217.0,MSg387 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1218.0,MSg86 MSg2 MSg12,unknown,unknown,1,False,R-L,unknown,0.0
1219.0,MSg197 MSg177 MSg81,unknown,unknown,1,False,R-L,unknown,0.0
1220.0,MSg102 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1221.0,MSg391 MSg97 MSg294 MSg375,unknown,unknown,1,False,R-L,unknown,0.0
1222.0,MSg254 MSg343 MSg87 MSg249 MSg162 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1224.0,MSg387 MSg296 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1225.0,MSg301 MSg155 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1226.0,MSg341 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1227.10,MSg264 MSg109 MSg162 MSg176 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1227.20,MSg403 MSg87 MSg342 MSg1 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1228.0,MSg267 MSg99 MSg76 MSg15,unknown,unknown,1,False,R-L,unknown,0.0
1229.0,MSg267 MSg99 MSg104 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1231.0,MSg111 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1232.0,MSg267 MSg99 MSg48 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1233.0,MSg216 MSg123 MSg127 MSg347 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1234.0,MSg293 MSg123 MSg343 MSg173 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1235.0,MSg150 MSg123 MSg65 MSg67 MSg73,unknown,unknown,1,False,R-L,unknown,0.0
1236.0,MSg375 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1237.1,MSg186 MSg125 MSg59 MSg51 MSg59,unknown,unknown,1,False,R-L,unknown,0.0
1237.2,MSg78 MSg347 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1238.0,MSg222 MSg254,unknown,unknown,1,False,R-L,unknown,0.0
1239.0,MSg267 MSg99 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1240.0,MSg244 MSg336 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1242.0,MSg129 MSg245 MSg125 MSg059 MSg0,unknown,unknown,1,False,R-L,unknown,20.0
