inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,cisi_number
S2423,G241 G832 G740 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1:II,M-1732
S2426,G520 G233,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-1836
S2427,G740 G798 G220 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1768
S2428,G226 G240 G235 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1738
S2429,G390 G4 G741 G617,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-1731
S2431,G817 G900 G241 G368 G260,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1673
S2432,G527 G550 G798 G220,Mohenjo-daro,unknown,1,False,L-R,Mult,M-2014
S2434,G740 G639 G240,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1719
S2435,G740 G388 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-1830
S2436,G740 G760 G335 G803,Mohenjo-daro,unknown,1,False,L-R,unknown,M-2024
S2437,G527 G555,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-821
S2439,G740 G83 G235 G240,Mohenjo-daro,unknown,1,False,L-R,Gaur,M-1887
S2440,G740 G61 G877,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1818
S2441,G520 G220 G3,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1912
S2442,G740 G384 G741 G859,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-1771
S2443,G154 G806 G474 G1 G2 G820,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1957
S2445,G405 G61 G33 G705 G236,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1978
S2448,G740 G390 G590 G32 G60 G201,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1739
S2449,G900 G4,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1964
S2450,G390 G4 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1750
S2451,G520 G400 G350 G31 G741 G762,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-1801
S2452,G740 G840 G13,Mohenjo-daro,unknown,1,False,L-R,Elep,M-1915
S2453,G390 G4 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-984
S2454,G390 G4 G260,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-1831
S2455,G165 G741 G31 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1747
S2457,G740 G760 G19 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1752
S2458,G740 G752 G615 G503,Mohenjo-daro,unknown,1,False,L-R,Othr,unknown
S2460,G740 G460 G510,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1820
S2461,G32 G820 G140 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-1853
S2462,G740 G49,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1775
S2463,G450 G617 G33 G0 G740 G460 G510 G741 G252 G791,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-1834
S2464,G740 G100 G415 G176 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-595
S2465,G749 G479,Mohenjo-daro,unknown,1,False,L-R,unknown,unknown
S2466,G740 G717,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1798
S2467,G400 G740 G840 G13 G240,Mohenjo-daro,unknown,1,False,L-R,unknown,M-2108
S2468,G400 G520 G233 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1781
S2470,G740 G455 G235 G798 G742 G460 G353,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1972
S2471,G740 G861 G125,Mohenjo-daro,unknown,1,False,L-R,Buff,M-1903
S2472,G390 G5,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1983
S2473,G520 G33 G705 G233 G240 G2 G610 G125 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1665
S2474,G400 G740 G840 G13 G240,Mohenjo-daro,unknown,1,False,L-R,unknown,M-2107
S2475,G740 G760 G260 G0 G220 G255 G220 G63 G315,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-1841
S2476,G740 G803 G235,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1845
S2478,G520 G33 G705 G233 G235 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1906
S2479,G740 G840 G13,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-1774
S2480,G100 G904 G717 G220 G415 G806 G742,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1985
S2481,G407 G63 G845 G240 G798,Mohenjo-daro,unknown,1,False,L-R,Unknown,unknown
S2482,G390 G5 G2 G455 G511,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1907
S2484,G679 G740 G233 G240,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1720
S2485,G520 G220 G368 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1687
S2486,G740 G32 G840 G33 G705 G798,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1723
S2487,G740 G255,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-1855
S2488,G1 G740 G923 G33 G705,Mohenjo-daro,unknown,1,False,L-R,Comp,unknown
S2489,G740 G390 G590 G2 G817,Dholavira,unknown,1,False,L-R,Bull1:V,unknown
S2490,G740 G690 G435 G255 G220 G32 G2 G717 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1667
S2493,G740 G100 G1 G440 G742 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-709
S2495,G740 G645 G3 G741 G70 G255,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-1780
S2498,G740 G760,Mohenjo-daro,unknown,1,False,L-R,Rhin,M-1908
S2499,G740 G17 G503,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-1813
S2506,G520 G220 G240 G803 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1716
S2507,G740 G460 G510 G220 G65 G393,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1730
S2509,G390 G15 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-1833
S2511,G740 G32 G840,Mohenjo-daro,unknown,1,False,L-R,Scene,unknown
S2512,G520 G72 G921,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1826
S2513,G520 G220 G803 G741 G262,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-1776
S2514,G740 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1797
S2516,G520 G220 G3 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1672
S2517,G400 G125 G745,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1700
S2520,G740 G752 G615 G503,Mohenjo-daro,unknown,1,False,L-R,Othr,unknown
S2521,G906 G200 G0 G740 G100 G415 G33 G702,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-1785
S2522,G740 G615 G503,Mohenjo-daro,unknown,1,False,L-R,Rhin,unknown
S2523,G407 G585 G33 G705 G233 G235 G806,Mohenjo-daro,unknown,1,False,L-R,Comp,unknown
S2524,G151 G97 G232 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1703
S2525,G740 G752,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1514
S2527,G151 G97 G700 G34,Mohenjo-daro,unknown,1,False,L-R,unknown,M-2104
S2528,G406 G72 G2 G817,Mohenjo-daro,unknown,1,False,L-R,unknown,M-1961
S2530,G527 G556,Mohenjo-daro,unknown,1,False,L-R,unknown,M-2088
S2531,G1 G368 G861 G255 G371,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-1
S2532,G717 G32 G521,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-3
S2533,G298 G465 G33 G705 G231 G2 G564 G617 G33,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-4
S2534,G740 G773 G240 G235 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-5
S2535,G820 G880 G65 G244,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-6
S2536,G407 G845 G140 G740 G101 G923 G240 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-7
S2537,G706 G140 G632,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-8
S2538,G31 G311 G745,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-9
S2539,G405 G61 G70 G32 G33 G706 G235 G806 G2 G267 G455,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-10
S2540,G740 G390 G590 G233 G2 G368 G202 G892 G371,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-12
S2541,G368 G304 G125,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-13
S2542,G740 G776 G503 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-14
S2543,G90 G740 G176 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-15
S2544,G820 G130 G35 G171,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-16
S2545,G390 G16 G2 G814 G560,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-17
S2546,G932 G740 G55,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-18
S2548,G390 G5 G2 G861 G36 G460 G513,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-20
S2549,G350 G1 G740 G362 G692 G32 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-21
S2551,G842 G871 G192 G368 G0 G740 G482 G60 G692 G520 G220 G235 G1 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-23
S2552,G90 G740 G240 G235 G2 G906 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-24
S2553,G617 G243 G706 G595,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-25
S2554,G90 G740 G531 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-26
S2556,G892 G374 G740 G760 G840 G416 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-28
S2557,G740 G55 G240 G235 G806 G2 G220 G455 G503,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-29
S2558,G740 G752 G17 G503 G240 G235 G806,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-30
S2559,G740 G269 G511 G233 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-31
S2560,G390 G3 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-32
S2561,G740 G32 G923 G382 G233 G2 G112,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-33
S2562,G740 G336 G176 G2 G405 G372 G374,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-34
S2563,G740 G390 G590 G233 G231 G2 G107,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-35
S2564,G740 G794 G630 G220 G32 G2 G368 G906 G329,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-36
S2565,G520 G220 G415,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-37
S2566,G740 G690 G435 G255 G220 G32 G240 G235 G2 G390 G125 G632 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-38
S2568,G391 G2 G527 G475 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-40
S2569,G740 G636 G240 G233 G235 G2 G405 G125 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-41
S2570,G527 G550 G240 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-42
S2571,G740 G798 G231 G2 G55 G373,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-43
S2572,G740 G760 G33 G705 G803 G2 G920 G317,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-44
S2573,G617 G831 G2 G1 G302 G840 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-45
S2574,G740 G798 G240 G235 G2 G220 G65 G215,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-46
S2575,G740 G760 G235 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-47
S2576,G390 G820 G460 G60 G368 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-48
S2577,G527 G550 G240 G220 G32 G2 G300 G350 G600 G190,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-49
S2578,G740 G585 G17 G33 G705 G240 G798 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-50
S2579,G740 G798 G460 G350 G235 G741 G390 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-51
S2580,G740 G904 G32 G220 G415 G235 G803 G2 G504 G717,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-52
S2581,G90 G740 G220 G16 G2 G297 G190 G900 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-53
S2582,G236 G240 G33 G705 G798 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-54
S2584,G740 G877 G32 G235 G60 G550 G611 G840,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-56
S2585,G226 G32 G231 G798 G2 G693,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-57
S2586,G740 G460 G503 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-58
S2587,G368 G3 G742 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-59
S2591,G526 G555 G60 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-63
S2592,G520 G33 G706 G60 G220 G4,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-64
S2593,G520 G220 G31 G1 G706 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-65
S2595,G457 G0 G740 G165 G900 G60 G111 G575,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-67
S2596,G690 G518 G0 G90 G740 G176 G742 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-68
S2597,G740 G803 G231 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-69
S2598,G226 G32 G2 G390 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:T,M-70
S2599,G151 G279 G142 G2 G390 G95,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-71
S2600,G740 G255 G705 G140 G3 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:V,M-72
S2601,G400 G520 G897,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-73
S2602,G595 G575 G704 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-74
S2603,G520 G220 G4 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-75
S2604,G832 G390 G803 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-77
S2605,G740 G344 G32 G545,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-78
S2606,G688 G0 G740 G100 G240 G233 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-79
S2607,G156 G3 G60 G368 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-80
S2608,G527 G555 G240 G2 G617 G70,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-81
S2609,G740 G222 G2 G207 G550 G390,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-82
S2610,G390 G18 G796,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-83
S2611,G740 G765 G240 G1 G368 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-84
S2612,G520 G233 G741 G81 G272,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-85
S2613,G520 G33 G705 G231 G2 G820 G700,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-86
S2614,G400 G890 G104,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-87
S2615,G527 G388 G233,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-88
S2616,G740 G794 G734 G32 G235,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-89
S2617,G740 G840 G13 G31 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-90
S2618,G740 G100 G798 G220 G32 G2 G861 G255 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-91
S2619,G740 G798 G460 G350 G2 G814 G84,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-92
S2620,G156 G3 G240 G741 G345,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-93
S2621,G740 G390 G590 G220 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-94
S2622,G390 G3 G2 G111 G165,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-95
S2623,G156 G4,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-96
S2624,G156 G435 G255,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-97
S2625,G740 G585 G17 G900,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-98
S2626,G740 G215 G2 G368 G119,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-99
S2627,G90 G740 G255 G705 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-100
S2628,G390 G503 G740 G168 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-101
S2629,G154 G3 G900 G545,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-102
S2630,G390 G4 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-103
S2631,G90 G740 G220 G235 G853,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-104
S2634,G740 G565 G233 G2 G940 G260,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-107
S2635,G413 G820 G220 G65 G798 G550 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-108
S2636,G740 G879 G220 G415 G2 G287 G140,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-109
S2638,G740 G920 G320 G233 G1 G821,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-111
S2639,G740 G760 G220 G16 G382 G741 G572 G684,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-112
S2640,G740 G32 G840 G741 G60 G920,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-113
S2641,G740 G760 G440 G2 G297 G416,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-114
S2642,G390 G844 G140 G176 G803 G2 G301 G190,Mohenjo-daro,unknown,1,False,L-R,Bull1,M-115
S2643,G740 G100 G176 G840 G13 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-116
S2644,G520 G33 G705 G220 G803 G55 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-117
S2645,G740 G772 G33 G705 G233 G803 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-118
S2646,G151 G337 G484 G2 G390 G125 G632 G32 G900 G563,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-119
S2647,G858 G0 G740 G100 G585 G741 G840 G346,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-120
S2648,G740 G900 G790 G233 G798,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-121
S2649,G520 G33 G705,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-122
S2650,G400 G93 G368 G72,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-123
S2651,G740 G923 G220 G32,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-124
S2653,G520 G552 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-126
S2654,G565 G740 G220 G741 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-127
S2655,G740 G923 G803 G741 G500 G705,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-128
S2656,G520 G233 G240 G235 G741 G360,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-129
S2657,G740 G94 G220 G32 G2 G144,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-130
S2658,G740 G390 G590 G741 G390 G790,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-131
S2659,G156 G3 G545,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-132
S2660,G527 G550 G240 G220 G255 G812 G906 G388,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-133
S2661,G872 G32 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-134
S2662,G520 G33 G705 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-135
S2663,G90 G740 G220 G16 G31 G908 G545,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-136
S2665,G740 G900 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-138
S2666,G33 G832 G236 G741 G361,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-139
S2667,G740 G336 G2 G220 G65 G440 G455,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-140
S2669,G136 G140 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-142
S2670,G740 G205 G32 G2 G252 G840,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-143
S2671,G740 G100 G415 G240 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-144
S2672,G740 G400 G142 G880,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-145
S2673,G740 G255 G920 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-146
S2674,G226 G803 G2 G220 G455 G520,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-147
S2675,G740 G817 G556,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-148
S2676,G740 G760 G440 G60 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-149
S2677,G740 G832,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-150
S2678,G220 G65 G864,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-151
S2679,G740 G772 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-152
S2680,G269 G130 G190,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-153
S2681,G621 G0 G520 G220 G415 G2 G257 G898,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-154
S2682,G740 G176 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-155
S2683,G740 G900 G790 G233 G798 G1 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-157
S2684,G390 G16 G60 G550,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-158
S2685,G740 G48 G741 G250 G579,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-159
S2686,G151 G243 G31 G2 G820 G741,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-160
S2687,G617 G122 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:V,M-161
S2688,G740 G760 G840 G552 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-162
S2689,G520 G220 G415 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-163
S2690,G740 G142 G61 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:X,M-164
S2691,G390 G844 G240 G806 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-166
S2695,G740 G923 G406 G61 G70 G32 G741 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-170
S2696,G407 G61 G740 G923 G233 G806 G60 G692,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-171
S2697,G405 G18 G1 G220 G786 G850,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-172
S2698,G740 G388 G900 G320 G806,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-173
S2699,G740 G923 G220 G32 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:T,M-174
S2701,G740 G690,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-176
S2702,G390 G3 G2 G803,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-177
S2704,G390 G16,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-178
S2705,G390 G3,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-179
S2706,G740 G621,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-180
S2707,G520 G175 G2 G295 G502,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-181
S2708,G520 G233 G60 G297,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-183
S2709,G90 G740 G101 G853,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-184
S2710,G520 G220,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-185
S2711,G520 G240,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-186
S2712,G156 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-187
S2713,G156 G31,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-188
S2714,G436 G740 G176,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-189
S2715,G156 G843,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-190
S2716,G90 G125,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-191
S2717,G700 G521 G702,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-192
S2718,G156 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-193
S2719,G90 G740 G900 G5,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-194
S2720,G298 G350 G590 G32 G900 G853,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-195
S2721,G861 G495 G368 G836 G741,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-196
S2722,G161 G97,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-197
S2723,G740 G760 G840 G552 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-198
S2724,G90 G740 G100 G415 G240 G2 G861,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-199
S2725,G740 G222 G2 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-200
S2726,G151 G61,Mohenjo-daro,unknown,1,False,L-R,Bull1:W,M-201
S2727,G400 G241 G31 G60 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-202
S2728,G740 G390 G590 G741 G81 G220,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-203
S2729,G740 G61 G2 G817,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-204
S2730,G832 G904 G1 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:L,M-205
S2731,G892 G831,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-207
S2732,G520 G240,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-208
S2733,G151 G740 G231,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-209
S2734,G368 G861 G903,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-210
S2735,G90 G740 G100 G220 G2 G31 G165,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-211
S2736,G413 G33 G0 G740 G388,Mohenjo-daro,unknown,1,False,L-R,Bull1:S,M-212
S2737,G740 G384 G2 G390 G346,Mohenjo-daro,unknown,1,False,L-R,Bull1:J,M-213
S2738,G400 G267 G820,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-214
S2739,G151 G33,Mohenjo-daro,unknown,1,False,L-R,Bull1:I,M-215
S2740,G151 G717,Mohenjo-daro,unknown,1,False,L-R,Bull1:U,M-216
