inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,cisi_number
S718,G740 G175 G415 G33 G1,Harappa,unknown,1,False,L-R,unknown,unknown
S719,G740 G176,Harappa,unknown,1,False,L-R,unknown,unknown
S729,G740 G482 G240 G2 G861,Harappa,unknown,1,False,L-R,Bull1,H-2010
S730,G400 G740 G17 G503,Harappa,unknown,1,False,L-R,Gavi,unknown
S731,G740 G760 G33 G33 G240 G2 G824,Harappa,unknown,1,False,L-R,Bull1:J,H-1670
S732,G368 G900,Harappa,unknown,1,False,L-R,unknown,H-2131
S737,G400 G740 G16 G503,Harappa,unknown,1,False,L-R,Gavi,H-1964
S740,G700 G34,Harappa,unknown,1,False,L-R,unknown,unknown
S742,G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1810
S743,G700 G34,Harappa,unknown,1,False,L-R,unknown,H-1907
S744,G740 G0 G220 G4 G2 G390 G95,Harappa,unknown,1,False,L-R,unknown,H-1993
S745,G400 G158 G806 G475,Harappa,unknown,1,False,L-R,Phyt,H-1980
S746,G400 G740 G176 G240,Harappa,unknown,1,False,L-R,Fish,H-2200
S749,G400 G740 G575 G17 G798,Harappa,unknown,1,False,L-R,unknown,H-2183
S751,G400 G236 G220,Harappa,unknown,1,False,L-R,unknown,H-1872
S752,G90 G740 G792,Harappa,unknown,1,False,L-R,unknown,H-2143
S753,G400 G740 G176 G240,Harappa,unknown,1,False,L-R,Fish,H-2201
S755,G740 G630 G0,Harappa,unknown,1,False,L-R,unknown,H-1947
S760,G740 G803 G60 G550,Harappa,unknown,1,False,L-R,Fish,H-2040
S765,G511 G32 G142,Harappa,unknown,1,False,R-L,Bult,H-1936
S768,G31 G893,Harappa,unknown,1,False,L-R,unknown,H-1545
S769,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2239
S771,G408 G817 G920 G2 G861,Harappa,unknown,1,False,L-R,Gavi,H-1930
S772,G156 G176,Harappa,unknown,1,False,L-R,unknown,H-1831
S773,G156 G176,Harappa,unknown,1,False,L-R,unknown,H-1830
S774,G368 G91,Harappa,unknown,1,False,L-R,unknown,H-1861
S775,G161 G97 G741 G140,Harappa,unknown,1,False,L-R,Bull1:W,H-1666
S776,G712 G840 G400 G740 G440,Harappa,unknown,1,False,L-R,Gavi,H-1958
S780,G400 G154 G690,Harappa,unknown,1,False,L-R,unknown,H-1844
S784,G151 G740 G235,Harappa,unknown,1,False,L-R,unknown,H-1871
S786,G416 G590 G33,Harappa,unknown,1,False,L-R,unknown,H-2099
S787,G405 G4 G1 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-1983
S788,G637 G272 G317,Harappa,unknown,1,False,L-R,Bird,H-1840
S789,G407 G4 G2 G861,Harappa,unknown,1,False,L-R,Phyt,H-1785
S790,G400 G740 G440,Harappa,unknown,1,False,L-R,Gavi,H-1961
S794,G154 G3,Harappa,unknown,1,False,L-R,unknown,H-2237
S797,G400 G98,Harappa,unknown,1,False,L-R,Goat,H-2033
S800,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-1935
S801,G400 G740 G817 G491,Harappa,unknown,1,False,L-R,unknown,H-2173
S805,G154 G806 G470 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-1788
S806,G400 G740 G152 G240,Harappa,unknown,1,False,L-R,unknown,H-2189
S807,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-1934
S810,G154 G3 G617 G33,Harappa,unknown,1,False,L-R,Bull1,H-1682
S811,G400 G90 G740 G100 G415,Harappa,unknown,1,False,L-R,Phyt,H-1978
S812,G400 G236,Harappa,unknown,1,False,L-R,unknown,H-2155
S815,G400 G226,Harappa,unknown,1,False,L-R,unknown,H-2154
S816,G869 G575,Harappa,unknown,1,False,L-R,Bult,H-2240
S823,G365 G900,Harappa,unknown,1,False,L-R,unknown,H-2130
S824,G220 G0 G700 G33,Harappa,unknown,1,False,L-R,unknown,H-1775
S825,G892 G590,Harappa,unknown,1,False,R-L,unknown,H-1691
S829,G700 G840 G32 G741,Harappa,unknown,1,False,L-R,Bult,H-2211
S830,G400 G137,Harappa,unknown,1,False,R-L,unknown,H-2104
S831,G520 G33 G33,Harappa,unknown,1,False,L-R,unknown,H-1880
S832,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2229
S834,G400 G158 G690,Harappa,unknown,1,False,L-R,unknown,H-2185
S838,G861 G3,Harappa,unknown,1,False,L-R,unknown,H-2190
S840,G861 G3,Harappa,unknown,1,False,R-L,unknown,H-2123
S841,G700 G32,Harappa,unknown,1,False,L-R,unknown,H-2146
S842,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2026
S843,G400 G740 G681,Harappa,unknown,1,False,L-R,unknown,H-2109
S844,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2221
S845,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2222
S846,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2223
S847,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2236
S848,G590 G32 G645 G3,Harappa,unknown,1,False,L-R,unknown,H-2149
S850,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2230
S851,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2220
S852,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2226
S853,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2227
S854,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2225
S855,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2228
S856,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2219
S857,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2224
S858,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2218
S859,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2231
S860,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2232
S861,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2234
S862,G400 G740 G817 G276,Harappa,unknown,1,False,L-R,unknown,H-2070
S863,G400 G892 G831,Harappa,unknown,1,False,L-R,unknown,H-1896
S867,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1812
S869,G400 G151 G142,Harappa,unknown,1,False,L-R,unknown,H-1995
S870,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2235
S871,G740 G32 G25,Harappa,unknown,1,False,L-R,Fish,H-2206
S876,G520 G33 G33,Harappa,unknown,1,False,L-R,unknown,H-1879
S878,G156 G3,Harappa,unknown,1,False,L-R,unknown,H-2233
S880,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2028
S882,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2029
S884,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2027
S885,G740 G840 G13 G745 G31 G370,Harappa,unknown,1,False,L-R,unknown,H-1711
S886,G90 G740 G176 G741 G347,Harappa,unknown,1,False,L-R,Mult,H-2030
S890,G700 G34,Harappa,unknown,1,False,L-R,unknown,H-1829
S892,G740 G416,Harappa,unknown,1,False,L-R,unknown,H-2119
S894,G740 G920 G318 G700 G692,Harappa,unknown,1,False,L-R,unknown,H-2135
S895,G700 G34,Harappa,unknown,1,False,L-R,unknown,H-1828
S897,G869 G60 G1 G820,Harappa,unknown,1,False,L-R,unknown,H-2089
S901,G158 G221,Harappa,unknown,1,False,L-R,unknown,H-1870
S902,G690 G590 G32 G220,Harappa,unknown,1,False,L-R,Gavi,H-2020
S904,G690 G590 G32 G220,Harappa,unknown,1,False,L-R,Gavi,H-2019
S905,G400 G740 G717,Harappa,unknown,1,False,L-R,unknown,H-2136
S907,G712 G840 G400 G740 G440,Harappa,unknown,1,False,L-R,unknown,H-1959
S913,G520 G220 G415,Harappa,unknown,1,False,L-R,Bull1,H-1992
S916,G700 G33 G711 G335 G575 G413,Harappa,unknown,1,False,L-R,unknown,H-1811
S917,G400 G520 G400 G352,Harappa,unknown,1,False,L-R,Gavi,H-1933
S920,G520 G233 G240 G220 G32,Harappa,unknown,1,False,L-R,Bull1:W,H-1678
S921,G400 G740 G61 G140,Harappa,unknown,1,False,L-R,Bull2,H-1929
S922,G158 G3 G494,Harappa,unknown,1,False,L-R,unknown,H-1902
S923,G400 G740 G388 G717 G705,Harappa,unknown,1,False,L-R,Fish,H-1945
S927,G400 G236 G220,Harappa,unknown,1,False,L-R,Bult,H-1941
S929,G740 G400 G142 G61,Harappa,unknown,1,False,L-R,Bull1:W,H-1679
S930,G740 G790 G32,Harappa,unknown,1,False,L-R,unknown,H-1883
S932,G90 G326 G700 G920 G125 G1 G55 G920 G140,Harappa,unknown,1,False,L-R,unknown,H-1710
S937,G740 G482 G240 G2 G861,Harappa,unknown,1,False,L-R,Bull1,H-2011
S938,G740 G690 G435 G255,Harappa,unknown,1,False,L-R,Bult,H-1937
S939,G740 G904 G233 G240 G798 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-1705
S943,G740 G540 G2 G817,Harappa,unknown,1,False,L-R,Bull1:W,H-1667
S945,G526 G550 G233,Harappa,unknown,1,False,R-L,unknown,H-2142
S951,G390 G4 G2 G817,Dholavira,unknown,1,False,L-R,Bull1:U,unknown
S1004,G520 G233 G49 G2 G861,Harappa,unknown,1,False,L-R,Gaur,H-1966
S1007,G740 G100 G692 G491 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-1726
S1011,G426 G3 G13 G817,Harappa,unknown,1,False,L-R,unknown,H-1713
S1017,G220 G33,Harappa,unknown,1,False,L-R,unknown,H-1737
S1018,G137 G413,Harappa,unknown,1,False,L-R,unknown,H-2102
S1020,G740 G405 G590 G32 G900 G3 G806 G235 G220 G32 G2 G690 G921,Harappa,unknown,1,False,L-R,Bull1:W,H-1657
S1021,G700 G32,Harappa,unknown,1,False,L-R,Scene,H-1774
S1023,G700 G745,Harappa,unknown,1,False,L-R,unknown,H-1793
S1024,G740 G803 G892 G31 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-1851
S1032,G220 G33,Harappa,unknown,1,False,L-R,unknown,H-1736
S1034,G740 G158 G806 G467,Harappa,unknown,1,False,L-R,Phyt,H-1979
S1052,G400 G740 G817 G491,Harappa,unknown,1,False,L-R,unknown,unknown
S1054,G740 G32 G165 G0,Harappa,unknown,1,False,L-R,unknown,H-1325
S1057,G740 G390 G590 G240,Harappa,unknown,1,False,L-R,unknown,H-733
S1058,G740 G690 G636 G240,Harappa,unknown,1,False,R-L,unknown,H-1308
S1060,G804 G235 G2 G817,Harappa,unknown,1,False,L-R,Bull1:W,H-1050
S1061,G527 G550 G233,Harappa,unknown,1,False,L-R,unknown,H-1294
S1062,G820 G595 G575 G692,Harappa,unknown,1,False,L-R,Bull1:W,H-1
S1063,G232 G740 G176 G745 G440 G617,Harappa,unknown,1,False,L-R,Bull1:W,H-2
S1064,G740 G585 G17 G2 G611 G615 G703,Harappa,unknown,1,False,L-R,Bull1:W,H-3
S1065,G220 G63 G51,Harappa,unknown,1,False,L-R,Bull1:W,H-4
S1066,G920 G706 G193 G384 G32 G920 G140 G902,Harappa,unknown,1,False,L-R,Bull1:W,H-5
S1067,G317 G890 G1 G32 G776 G625,Harappa,unknown,1,False,L-R,Bull1:W,H-6
S1068,G920 G440 G692 G1 G542 G250,Harappa,unknown,1,False,L-R,Bull1:W,H-7
S1069,G354 G1 G740 G405 G590 G33 G706 G2 G690 G921,Harappa,unknown,1,False,L-R,Bull1:W,H-8
S1070,G220 G17,Harappa,unknown,1,False,L-R,Bull1:W,H-9
S1071,G820 G302 G596 G18 G125 G381,Harappa,unknown,1,False,L-R,Bull1:W,H-10
S1073,G740 G690 G435 G255 G803 G220 G240 G235 G2 G817,Harappa,unknown,1,False,L-R,Bull1:W,H-12
S1074,G740 G760 G615 G503 G2 G817,Harappa,unknown,1,False,L-R,Bull1:W,H-13
S1075,G740 G772 G240 G60 G415 G56,Harappa,unknown,1,False,L-R,Bull1:W,H-14
S1077,G520 G233 G240 G60 G201,Harappa,unknown,1,False,L-R,Bull1:W,H-17
S1080,G740 G176 G690 G435 G255 G220 G32 G806 G60 G550,Harappa,unknown,1,False,L-R,Bull1:W,H-20
S1081,G405 G61 G527 G555 G233 G235 G806 G2 G817,Harappa,unknown,1,False,L-R,Bull1:W,H-21
S1082,G740 G920 G320 G233 G806 G2 G405 G321,Harappa,unknown,1,False,L-R,Bull1:W,H-22
S1084,G740 G626 G176 G33 G705 G233,Harappa,unknown,1,False,L-R,Bull1:W,H-24
S1085,G740 G900 G3 G806 G33 G705 G235 G55,Harappa,unknown,1,False,L-R,Bull1:W,H-25
S1086,G740 G388 G231 G240 G798 G1 G820,Harappa,unknown,1,False,L-R,Bull1:W,H-26
S1087,G154 G806 G468 G1 G740 G877 G760,Harappa,unknown,1,False,L-R,Bull1:W,H-27
S1089,G595 G140 G640,Harappa,unknown,1,False,L-R,Bull1:W,H-29
S1092,G740 G923,Harappa,unknown,1,False,L-R,Bull1:W,H-32
S1095,G740 G798 G220 G742 G146,Harappa,unknown,1,False,L-R,Bull1:S,H-36
S1096,G740 G531,Harappa,unknown,1,False,L-R,Bull1:S,H-37
S1097,G156 G803,Harappa,unknown,1,False,L-R,Bull1:W,H-38
S1098,G740 G390 G590 G231 G240 G235 G745 G60 G920,Harappa,unknown,1,False,L-R,Bull1:W,H-39
S1099,G740 G798 G235 G1 G368 G831 G165,Harappa,unknown,1,False,L-R,Bull1:W,H-40
S1101,G740 G380 G235 G2 G817,Harappa,unknown,1,False,L-R,Bull1:J,H-42
S1102,G405 G690 G32,Harappa,unknown,1,False,L-R,Bull1:W,H-43
S1103,G520 G33 G706 G235 G798 G803 G2 G31 G892,Harappa,unknown,1,False,L-R,Bull1:W,H-44
S1104,G90 G740 G101 G2 G820,Harappa,unknown,1,False,L-R,Bull1:W,H-45
S1105,G740 G920 G320 G235,Harappa,unknown,1,False,L-R,Bull1:W,H-46
S1106,G740 G752 G482,Harappa,unknown,1,False,L-R,Bull1:W,H-47
S1107,G430 G3,Harappa,unknown,1,False,L-R,Bull1:W,H-48
S1108,G617 G550 G3,Harappa,unknown,1,False,L-R,Bull1:S,H-49
S1109,G740 G406 G590 G741 G406 G125,Harappa,unknown,1,False,L-R,Bull1:W,H-50
S1110,G740 G639 G240 G2 G861,Harappa,unknown,1,False,L-R,Bull1:W,H-51
S1112,G520 G33 G706,Harappa,unknown,1,False,L-R,Bull1:I,H-53
S1113,G390 G3 G368 G817,Harappa,unknown,1,False,L-R,Bull1:S,H-54
S1114,G390 G4 G2 G861 G125,Harappa,unknown,1,False,L-R,Bull1:X,H-55
S1115,G740 G176 G60 G692,Harappa,unknown,1,False,L-R,Bull1:I,H-56
S1116,G159 G57,Harappa,unknown,1,False,L-R,Bull1:W,H-57
S1117,G158 G806 G468 G740 G752 G231 G235,Harappa,unknown,1,False,L-R,Bull1:W,H-58
S1118,G740 G910,Harappa,unknown,1,False,L-R,Bull1,H-59
S1119,G621 G740 G900 G3 G0 G2 G820,Harappa,unknown,1,False,L-R,Bull1:II,H-60
S1120,G740 G690 G435 G255 G1 G60 G201,Harappa,unknown,1,False,L-R,Bull1:II,H-61
S1121,G740 G100 G140 G3,Harappa,unknown,1,False,L-R,Bull1:W,H-62
S1122,G740 G100 G717,Harappa,unknown,1,False,L-R,Bull1:W,H-63
S1123,G520 G70 G921 G240,Harappa,unknown,1,False,L-R,Bull1:W,H-64
S1124,G740 G32 G28,Harappa,unknown,1,False,L-R,Bull1:U,H-65
S1125,G617 G243 G950,Harappa,unknown,1,False,L-R,Bull1:W,H-66
S1126,G592 G31,Harappa,unknown,1,False,L-R,Bull1:II,H-67
S1127,G90 G740 G220 G3 G2 G390 G72,Harappa,unknown,1,False,L-R,Bull1:I,H-68
S1128,G740 G61,Harappa,unknown,1,False,L-R,Bull1:I,H-69
S1129,G390 G3 G491,Harappa,unknown,1,False,L-R,Bull1:I,H-70
S1130,G390 G16,Harappa,unknown,1,False,L-R,Bull1:I,H-71
S1131,G617 G142,Harappa,unknown,1,False,L-R,Bull1:W,H-72
S1132,G2 G610 G125 G32,Harappa,unknown,1,False,L-R,Bull1:J,H-74
S1133,G400 G740 G390 G590,Harappa,unknown,1,False,L-R,Bull1:I,H-75
S1134,G740 G100 G240 G235 G741 G175 G132,Harappa,unknown,1,False,L-R,Gaur,H-76
S1136,G740 G910,Harappa,unknown,1,False,L-R,Gaur,H-79
S1137,G595 G820 G100 G415 G741 G315 G850,Harappa,unknown,1,False,L-R,Gaur,H-80
S1138,G156 G3,Harappa,unknown,1,False,L-R,Gaur,H-81
S1139,G390 G17 G2 G220 G455 G741,Harappa,unknown,1,False,L-R,Gaur,H-82
S1141,G520 G219 G2 G817,Harappa,unknown,1,False,L-R,Zebu,H-85
S1142,G520 G460 G31,Harappa,unknown,1,False,L-R,Zebu,H-86
S1143,G740 G615 G703,Harappa,unknown,1,False,L-R,Buff,H-87
S1144,G740 G32 G840 G820,Harappa,unknown,1,False,L-R,Rhin,H-88
S1145,G232 G240 G741 G60 G920,Harappa,unknown,1,False,L-R,Elep,H-89
S1146,G521 G368 G280 G192 G440,Harappa,unknown,1,False,L-R,Elep,H-90
S1147,G520 G70 G253 G60 G692,Harappa,unknown,1,False,L-R,Elep,H-91
S1148,G156 G176 G518 G220 G416 G2 G615,Harappa,unknown,1,False,L-R,Elep,H-92
S1149,G892 G700,Harappa,unknown,1,False,L-R,Elep,H-93
S1151,G368 G740 G870,Harappa,unknown,1,False,L-R,CompBull,H-96
S1153,G861 G920 G0 G520 G220 G16,Harappa,unknown,1,False,L-R,unknown,H-98
S1154,G400 G565,Harappa,unknown,1,False,R-L,Othr,H-99
S1158,G748 G530 G323 G316,Harappa,unknown,1,False,L-R,unknown,H-1005
S1161,G740 G760 G440,Harappa,unknown,1,False,R-L,unknown,H-101
S1164,G407 G16 G1 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-1014
S1166,G556 G60 G550,Harappa,unknown,1,False,L-R,Bult,H-1017
S1168,G740 G630 G240 G741 G861,Harappa,unknown,1,False,L-R,Bull1:W,H-102
S1169,G159 G97 G0 G520 G33 G705 G0 G740 G717 G220 G415 G806,Harappa,unknown,1,False,L-R,unknown,H-103
S1170,G409 G61 G740 G235 G220 G31 G2 G861 G244 G165,Harappa,unknown,1,False,L-R,unknown,H-129
S1171,G409 G32 G845 G33 G705 G231 G806 G2 G595 G812 G125 G717,Harappa,unknown,1,False,L-R,unknown,H-130
S1173,G154 G806 G471 G407 G845 G740 G233 G231 G798,Harappa,unknown,1,False,L-R,unknown,H-132
S1174,G740 G554 G220 G415 G798 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-133
S1175,G740 G405 G590 G220 G3 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-134
S1176,G740 G773 G231 G806 G2 G861,Harappa,unknown,1,False,L-R,unknown,H-135
S1178,G740 G443 G388 G33 G705 G233 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-137
S1179,G740 G388,Harappa,unknown,1,False,L-R,unknown,H-138
S1180,G368 G861 G503,Harappa,unknown,1,False,L-R,unknown,H-139
S1181,G740 G384 G32 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-140
S1182,G405 G32 G900 G3 G70 G2 G233 G235,Harappa,unknown,1,False,L-R,unknown,H-141
S1183,G740 G267 G811 G832 G60 G692,Harappa,unknown,1,False,L-R,unknown,H-142
S1184,G154 G806 G469 G1 G740 G877 G32,Harappa,unknown,1,False,L-R,unknown,H-143
S1185,G203 G892 G193,Harappa,unknown,1,False,L-R,unknown,H-144
S1187,G154 G806 G467 G31,Harappa,unknown,1,False,L-R,unknown,H-146
S1188,G740 G840 G13,Harappa,unknown,1,False,L-R,unknown,H-147
S1189,G520 G240 G235,Harappa,unknown,1,False,L-R,unknown,H-148
S1190,G405 G61 G33 G706 G794 G630 G220 G2 G820,Harappa,unknown,1,False,L-R,unknown,H-149
S1191,G63 G740 G918,Harappa,unknown,1,False,L-R,unknown,H-150
S1192,G407 G17 G60 G193,Harappa,unknown,1,False,L-R,unknown,H-151
S1193,G154 G806 G468,Harappa,unknown,1,False,L-R,unknown,H-152
S1194,G64 G706 G140,Harappa,unknown,1,False,L-R,unknown,H-153
S1195,G154 G806 G467 G1 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-154
S1196,G740 G176 G1 G367 G861 G216,Harappa,unknown,1,False,L-R,unknown,H-155
S1197,G740 G49,Harappa,unknown,1,False,L-R,unknown,H-156
S1198,G154 G615 G503,Harappa,unknown,1,False,L-R,unknown,H-157
S1199,G154 G806 G472 G1 G740 G405 G590,Harappa,unknown,1,False,L-R,unknown,H-158
S1201,G400 G154 G806 G468,Harappa,unknown,1,False,L-R,unknown,H-160
S1204,G161 G97 G2 G817,Harappa,unknown,1,False,L-R,unknown,H-164
S1206,G740 G176 G798 G231,Harappa,unknown,1,False,L-R,Bull,H-171
S1207,G712 G840 G400 G740 G440,Harappa,unknown,1,False,L-R,Gavi,H-172
S1208,G400 G740 G17 G503,Harappa,unknown,1,False,L-R,Gavi,H-174
S1209,G167 G705 G368 G5 G741 G60 G920,Harappa,unknown,1,False,L-R,Anth,H-175
S1210,G740 G821,Harappa,unknown,1,False,L-R,Scene,H-176
S1211,G700 G33 G151 G706 G31 G2 G817,Harappa,unknown,1,False,L-R,Scene,H-177
S1212,G400 G740 G717,Harappa,unknown,1,False,L-R,Anth,H-178
S1213,G740 G100 G176,Harappa,unknown,1,False,L-R,Scene,H-179
S1214,G151 G390 G590 G741 G330 G368,Harappa,unknown,1,False,L-R,Scene,H-180
S1215,G740 G32 G840,Harappa,unknown,1,False,L-R,Scene,H-182
S1216,G400 G202 G892 G220 G920,Harappa,unknown,1,False,L-R,Phyt,H-183
S1217,G400 G202 G892 G220 G920,Harappa,unknown,1,False,L-R,Phyt,H-184
S1218,G617 G142,Harappa,unknown,1,False,L-R,unknown,H-185
S1219,G32 G840,Harappa,unknown,1,False,L-R,Phyt,H-186
S1220,G400 G740 G460 G495,Harappa,unknown,1,False,L-R,Phyt,H-187
S1221,G400 G90 G740 G100 G415,Harappa,unknown,1,False,L-R,Phyt,H-188
S1222,G400 G158 G806 G470,Harappa,unknown,1,False,L-R,Othr,H-189
S1223,G158 G806 G465,Harappa,unknown,1,False,L-R,Phyt,H-190
S1224,G740 G798 G460 G354,Harappa,unknown,1,False,L-R,Phyt,H-191
S1226,G740 G390 G590 G240,Harappa,unknown,1,False,L-R,Phyt,H-194
S1228,G142 G33,Harappa,unknown,1,False,L-R,unknown,H-197
S1229,G142 G33,Harappa,unknown,1,False,L-R,unknown,H-198
S1234,G400 G740 G220 G415 G798,Harappa,unknown,1,False,L-R,unknown,H-203
S1235,G400 G740 G405 G590 G235 G806,Harappa,unknown,1,False,L-R,unknown,H-204
S1236,G740 G48 G741 G850,Harappa,unknown,1,False,L-R,unknown,H-205
S1237,G740 G636 G240 G204 G705 G621,Harappa,unknown,1,False,L-R,unknown,H-206
S1239,G400 G158 G806 G472,Harappa,unknown,1,False,L-R,unknown,H-208
S1240,G400 G921 G690 G435 G255 G55,Harappa,unknown,1,False,L-R,unknown,H-209
S1242,G400 G740 G898 G617,Harappa,unknown,1,False,L-R,unknown,H-211
S1243,G400 G156 G118,Harappa,unknown,1,False,L-R,unknown,H-212
S1244,G400 G520 G400 G352,Harappa,unknown,1,False,L-R,unknown,H-213
S1245,G400 G520 G400 G353,Harappa,unknown,1,False,R-L,unknown,H-214
S1246,G400 G137,Harappa,unknown,1,False,L-R,unknown,H-215
S1247,G740 G337 G484,Harappa,unknown,1,False,R-L,unknown,H-216
S1248,G740 G337 G484,Harappa,unknown,1,False,L-R,unknown,H-217
S1249,G740 G336 G176,Harappa,unknown,1,False,L-R,unknown,H-218
S1250,G415 G35 G171,Harappa,unknown,1,False,L-R,unknown,H-219
S1253,G400 G158 G904 G736,Harappa,unknown,1,False,L-R,Mult,H-226
S1254,G400 G158 G904 G736,Harappa,unknown,1,False,L-R,unknown,H-227
S1255,G400 G158 G904 G736,Harappa,unknown,1,False,L-R,Mult,H-228
S1256,G400 G740 G892 G617,Harappa,unknown,1,False,L-R,unknown,H-229
S1257,G520 G72 G219,Harappa,unknown,1,False,L-R,Phyt,H-230
S1258,G520 G220 G240 G2 G820,Harappa,unknown,1,False,L-R,unknown,H-231
S1259,G400 G740 G177 G519,Harappa,unknown,1,False,L-R,unknown,H-232
S1260,G400 G740 G176,Harappa,unknown,1,False,L-R,unknown,H-233
S1262,G740 G32 G840 G679,Harappa,unknown,1,False,L-R,unknown,H-236
S1263,G740 G636 G240 G60 G692,Harappa,unknown,1,False,R-L,unknown,H-237
S1264,G390 G0 G740 G500 G91,Harappa,unknown,1,False,L-R,unknown,H-239
S1265,G740 G904 G32 G233 G803,Harappa,unknown,1,False,L-R,unknown,H-240
S1266,G1 G142,Harappa,unknown,1,False,L-R,Turt,H-241
S1268,G400 G520 G233,Harappa,unknown,1,False,L-R,Pipal,H-243
S1270,G700 G33,Harappa,unknown,1,False,L-R,unknown,H-245
S1271,G400 G804 G0 G233 G240,Harappa,unknown,1,False,L-R,unknown,H-246
S1272,G400 G740 G335 G0,Harappa,unknown,1,False,L-R,unknown,H-247
S1273,G400 G740 G920 G320 G233 G240 G798,Harappa,unknown,1,False,L-R,unknown,H-248
S1274,G520 G233,Harappa,unknown,1,False,L-R,unknown,H-249
S1276,G400 G740 G100 G240,Harappa,unknown,1,False,L-R,Gaur,H-251
S1277,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-252
S1278,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-253
S1279,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-254
S1280,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-255
S1281,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-256
S1282,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-257
S1283,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-258
S1284,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-259
S1285,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1,H-260
S1286,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-261
S1287,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-262
S1288,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-263
S1289,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-264
S1290,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1,H-265
S1293,G740 G585 G17 G33 G706 G803 G2 G220 G455 G920,Harappa,unknown,1,False,L-R,Bull1:W,H-268
S1294,G740 G482 G55 G220 G415 G798 G803 G742 G617,Harappa,unknown,1,False,L-R,Bull1:W,H-270
S1295,G595 G420 G717 G745,Harappa,unknown,1,False,L-R,Bull1,H-271
S1296,G740 G585 G17 G240 G2 G305 G32 G904,Harappa,unknown,1,False,L-R,Bull1,H-272
S1298,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1:I,H-276
S1299,G520 G240 G2 G405 G501,Harappa,unknown,1,False,L-R,Bull1,H-277
S1300,G740 G407 G590 G690 G436 G255 G920 G318 G220 G415 G803,Harappa,unknown,1,False,L-R,Gavi,H-278
S1301,G740 G407 G590 G690 G436 G255 G920 G318 G220 G415 G803,Harappa,unknown,1,False,L-R,Gavi,H-279
